INTERSECTION,CAMERA ID,ADDRESS,VIOLATION DATE,VIOLATIONS,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
IRVING PARK AND KILPATRICK,2764,4700 W IRVING PARK ROA,7/3/2014,9,,,,,
PERSHING AND WESTERN,2112,3900 S WESTERN BLVD,8/8/2014,13,1161130.992,1878746.226,41.82296363,-87.68438479,"(41.82296362788048, -87.68438478541296)"
WESTERN AND CHICAGO,1941,800 N WESTERN AVE,10/13/2014,4,1160220.968,1905277.507,41.89578696,-87.68699059,"(41.89578695485361, -87.68699058611217)"
ASHLAND AND ARCHER,2301,3100 S ASHLAND AVENUE,9/27/2014,5,1166131.325,1884126.425,41.83762234,-87.66588718,"(41.83762234415814, -87.66588718054551)"
BLUE ISLAND AND DAMEN,2283,2416 S BLUE ISLAND AV,8/7/2014,5,1163271.403,1888053.313,41.84845863,-87.67627127,"(41.848458633352884, -87.67627126912292)"
JEFFERY AND 95TH,2522,9500 S JEFFERY AVE,7/4/2014,4,1191132.421,1842335.736,41.72237591,-87.5754999,"(41.72237590704101, -87.57549990332795)"
CENTRAL AND IRVING PARK,1182,4000 N CENTRAL AVENUE,8/10/2014,1,1138258.614,1926071.173,41.95327275,-87.76715015,"(41.95327275103541, -87.76715015131407)"
ASHLAND AND MADISON,1911,0 N ASHLAND AVE,8/17/2014,3,,,,,
31ST ST AND MARTIN LUTHER KING DRIVE,2123,400 E 31ST STREET,7/24/2014,8,1179437.985,1884565.842,41.83853402,-87.61704611,"(41.838534018118914, -87.61704611345726)"
HAMLIN AND MADISON,1903,3800 W MADISON STREET,9/15/2014,2,1151032.709,1899784.034,41.88089727,-87.72088123,"(41.880897273491264, -87.72088122613924)"
CALIFORNIA AND DEVON,1323,2800 W DEVON AVENUE,8/13/2014,3,1156484.528,1942377.981,41.99766952,-87.69970642,"(41.99766952286052, -87.69970642324591)"
FOSTER AND BROADWAY,1111,5200 N BROADWAY ST,10/4/2014,6,1167334.509,1934714.008,41.97641214,-87.66001508,"(41.97641214294823, -87.66001508205365)"
ASHLAND AND 87TH,2454,1600 W 87TH ST,9/17/2014,7,1167171.941,1847064.855,41.73589862,-87.66312878,"(41.735898617066006, -87.66312878090133)"
CENTRAL AND DIVERSEY,1644,5600 W DIVERSEY AVENUE,7/23/2014,2,1138539.759,1918097.097,41.93138598,-87.76631053,"(41.93138597683265, -87.76631053155157)"
87TH AND VINCENNES,2412,8700 S VINCENNES,8/24/2014,6,1172026.329,1847142.497,41.73600657,-87.64534182,"(41.73600656458518, -87.64534181897955)"
COLUMBUS AND ILLINOIS,1951,500 N COLUMBUS DRIVE,10/6/2014,9,1178372.808,1903693.06,41.89104457,-87.62037184,"(41.891044569124276, -87.620371839074)"
VAN BUREN AND WESTERN,2054,2400 W VAN BUREN STREE,10/6/2014,9,,,,,
SACRAMENTO AND LAKE,1822,150 N SACRAMENTO BOUL,8/29/2014,2,1156319.561,1900957.489,41.88401218,-87.70143648,"(41.88401217771363, -87.7014364786693)"
KOSTNER AND NORTH,2012,4400 W GRAND AVE,9/14/2014,9,1146773.519,1910425.664,41.91018141,-87.73624887,"(41.910181409597406, -87.73624887040725)"
CICERO AND FULLERTON,1474,4800 W FULLERTON AVE,8/13/2014,1,1143967.571,1915568.505,41.92434704,-87.74642764,"(41.924347036010694, -87.74642763965628)"
WENTWORTH AND GARFIELD,2261,5500 S WENTWORTH AVEN,7/29/2014,5,,,,,
ASHLAND AND IRVING PARK,1153,1600 W IRVING PARK ROA,8/3/2014,3,,,,,
JEFFERY AND 79TH,2662,7900 S JEFFERY BOULEV,7/10/2014,2,,,,,
IRVING PARK AND LARAMIE,1534,5200 W IRVING PARK ROA,7/16/2014,3,,,,,
IRVING PARK AND LARAMIE,1534,5200 W IRVING PARK ROA,8/5/2014,4,,,,,
IRVING PARK AND CALIFORNIA,1234,2800 W IRVING PARK ROA,7/1/2014,13,,,,,
IRVING PARK AND KILPATRICK,2764,4700 W IRVING PARK ROA,7/9/2014,7,,,,,
IRVING PARK AND LARAMIE,1534,5200 W IRVING PARK ROA,7/1/2014,2,,,,,
KIMBALL AND DIVERSEY,1581,2800 N KIMBALL AVENUE,7/24/2014,3,,,,,
ASHLAND AND IRVING PARK,1153,1600 W IRVING PARK ROA,8/9/2014,3,,,,,
111TH AND HALSTED,2422,11100 S HALSTED ST,9/5/2014,5,1172923.658,1831209.044,41.69226312,-87.64252269,"(41.692263123425136, -87.6425226876268)"
PULASKI AND ARCHER,2153,5000 S ARCHER AVE,8/1/2014,4,1150501.819,1871162.312,41.80236597,-87.72357677,"(41.80236597333895, -87.72357676611004)"
55TH and PULASKI,2244,4000 W 55TH ST,9/21/2014,3,1150621.677,1867864.275,41.79331333,-87.72322304,"(41.79331333358753, -87.72322303812588)"
DIVISION AND DAMEN,1734,2000 W DIVISION,10/2/2014,8,1162815.711,1908034.673,41.90329879,-87.67738325,"(41.903298792681944, -87.67738324739636)"
DIVISION AND DAMEN,1733,2000 W DIVISION,7/5/2014,4,1162815.711,1908034.673,41.90329879,-87.67738325,"(41.903298792681944, -87.67738324739636)"
ELSTON AND LAWRENCE,1284,4440 W LAWRENCE AVENUE,8/21/2014,10,1145715.061,1931571.047,41.9682264,-87.73959925,"(41.96822639754791, -87.73959925065756)"
119TH AND HALSTED,2404,800 W 119TH STREET,7/10/2014,7,1173111.174,1825985.001,41.67792339,-87.64198965,"(41.677923389134385, -87.64198964584013)"
JEFFERY AND 79TH,2662,7900 S JEFFERY BOULEV,8/14/2014,3,,,,,
CICERO AND 47TH,2204,4800 W 47TH ST,8/3/2014,7,1145130.049,1873078.442,41.80772702,-87.74322937,"(41.80772701677172, -87.74322936566276)"
STONEY ISLAND AND 76TH,2631,7600 S STONY ISLAND A,10/11/2014,17,1188092.796,1854889.354,41.75689717,-87.58623429,"(41.75689717260223, -87.58623428506996)"
CICERO AND HARRISON,2023,4800 W HARRISON STREET,8/20/2014,2,1144451.867,1896949.562,41.87324546,-87.74511718,"(41.873245464379586, -87.7451171788807)"
LARAMIE AND MADISON,2043,5200 W MADISON STREET,9/22/2014,12,1141706.966,1899567.557,41.88048075,-87.75513043,"(41.88048075170171, -87.75513043296509)"
CICERO AND WASHINGTON,1892,100 N CICERO AVENUE,10/10/2014,3,1144328.984,1900095.171,41.88187971,-87.74548925,"(41.88187970991601, -87.7454892473012)"
ASHLAND AND 47TH,2191,4700 S ASHLAND AVENUE,10/4/2014,2,1166423.624,1873520.235,41.8085116,-87.66511729,"(41.8085115972472, -87.66511729173287)"
WESTERN AND 79TH,2481,7900 S WESTERN AVE,9/3/2014,3,1161711.516,1852181.686,41.75005493,-87.6829922,"(41.750054933649984, -87.68299220290213)"
35TH AND WESTERN,2092,3500 S WESTERN,7/7/2014,5,1160894.95,1881376.851,41.83018726,-87.68517793,"(41.83018725526863, -87.68517792510231)"
63RD AND STATE,2712,6300 S STATE ST,7/15/2014,1,1177303.802,1863220.217,41.78000828,-87.62552251,"(41.78000827740796, -87.6255225119157)"
HALSTED AND 95TH,2582,9500 S HALSTED STREET,7/12/2014,1,1172610.538,1841811.619,41.72136506,-87.64335804,"(41.72136506078306, -87.64335804234075)"
MILWAUKEE AND MONTROSE,1364,5075 W MONTROSE AVENUE,8/16/2014,3,1141716.747,1928736.077,41.96052209,-87.75437142,"(41.96052208819935, -87.75437142402293)"
DIVERSEY AND WESTERN,1434,2400 W DIVERSEY AVENUE,8/9/2014,1,1159859.648,1918576.256,41.93228718,-87.68795009,"(41.93228718299094, -87.6879500934122)"
CICERO AND I55,2251,4200 S CICERO AVENUE,7/20/2014,67,1145023.743,1876358.277,41.81672939,-87.74353671,"(41.81672938674739, -87.74353671247594)"
ASHLAND AND IRVING PARK,1153,1600 W IRVING PARK ROA,7/18/2014,6,,,,,
ELSTON AND IRVING PARK,1503,3700 W IRVING PARK ROA,7/28/2014,7,,,,,
ASHLAND AND IRVING PARK,1153,1600 W IRVING PARK ROA,8/6/2014,6,,,,,
115TH AND HALSTED,2552,11500 S HALSTED STREE,7/8/2014,6,,,,,
115TH AND HALSTED,2552,11500 S HALSTED STREE,7/19/2014,20,,,,,
IRVING PARK AND KILPATRICK,2763,4700 W IRVING PARK ROA,7/20/2014,3,,,,,
HOMAN/KIMBALL AND NORTH,1771,1600 N HOMAN AVENUE,8/5/2014,1,,,,,
IRVING PARK AND LARAMIE,1534,5200 W IRVING PARK ROA,7/5/2014,1,,,,,
IRVING PARK AND KILPATRICK,2764,4700 W IRVING PARK ROA,8/2/2014,3,,,,,
31ST ST AND MARTIN LUTHER KING DRIVE,2121,3100 S DR MARTIN L KING,8/4/2014,12,,,,,
KIMBALL AND DIVERSEY,1581,2800 N KIMBALL AVENUE,7/30/2014,1,,,,,
ASHLAND AND IRVING PARK,1153,1600 W IRVING PARK ROA,7/7/2014,1,,,,,
IRVING PARK AND CALIFORNIA,1233,2800 W IRVING PARK ROA,8/14/2014,4,,,,,
IRVING PARK AND NARRAGANSETT,1023,6400 W IRVING PK,8/6/2014,4,1132945.939,1925946.305,41.95302475,-87.78668324,"(41.95302475075328, -87.78668323766634)"
CLARK AND IRVING PARK,1091,4000 N CLARK STREET,7/15/2014,2,1166736.15,1926699.324,41.95443244,-87.66244626,"(41.95443244141688, -87.66244625914061)"
STONY ISLAND/CORNELL AND 67TH,2731,6700 S CORNELL DRIVE,10/12/2014,3,1188316.455,1860851.137,41.77325149,-87.5852246,"(41.77325148959568, -87.58522459967712)"
LINCOLN AND MCCORMICK,2751,6200 N LINCOLN AVENUE,8/8/2014,18,1152551.009,1941175.933,41.99445,-87.71420844,"(41.9944500041165, -87.71420843920934)"
HALSTED AND 83RD,2641,8300 S HALSTED STREET,7/24/2014,9,1172378.203,1849790.2,41.74326449,-87.64397498,"(41.743264490643654, -87.64397498015705)"
ELSTON AND ADDISON,1402,3600 N ELSTON AVE,9/2/2014,2,1154106.953,1923731.036,41.94654917,-87.70895263,"(41.94654916480637, -87.70895262603513)"
FOSTER AND NAGLE,1034,6400 W FOSTER,9/27/2014,4,1132552.893,1934229.876,41.97576257,-87.7879343,"(41.97576257447203, -87.7879342955108)"
ASHLAND AND DIVERSEY,1623,1600 W DIVERSEY PARKWA,8/11/2014,5,,,,,
JEFFERY AND 79TH,2662,7900 S JEFFERY BOULEV,8/19/2014,4,,,,,
ASHLAND AND FULLERTON,1651,2400 N ASHLAND AVENUE,8/21/2014,10,1165228.073,1916032.319,41.92519389,-87.66829436,"(41.92519388981048, -87.66829436339881)"
CENTRAL AND IRVING PARK,1182,4000 N CENTRAL AVENUE,10/1/2014,3,1138258.614,1926071.173,41.95327275,-87.76715015,"(41.95327275103541, -87.76715015131407)"
CICERO AND CHICAGO,1783,4800 W CHICAGO AVENUE,7/10/2014,2,1144175.291,1904916.255,41.89511222,-87.74593243,"(41.89511221857764, -87.74593242701515)"
ASHLAND AND MADISON,1914,1600 W MADISON,8/14/2014,9,1165723.015,1900136.515,41.88156417,-87.66692946,"(41.8815641670199, -87.66692946294842)"
DAMEN AND 63RD,2702,6300 S DAMEN AVENUE,9/7/2014,1,1164069.408,1862830.277,41.77922692,-87.67405273,"(41.77922692069256, -87.67405273137854)"
HALSTED AND FULLERTON,1701,2400 N HALSTED STREET,9/6/2014,5,1170501.603,1916200.062,41.92554032,-87.64891216,"(41.925540315431995, -87.64891215551155)"
VAN BUREN AND WESTERN,2054,2400 W VAN BUREN STREE,7/30/2014,9,,,,,
CENTRAL AND DIVERSEY,1642,2800 N CENTRAL AVENUE,7/2/2014,2,1138516.407,1918089.499,41.93136555,-87.76639653,"(41.93136555236339, -87.76639652879172)"
KEDZIE AND 63RD,2364,3200 W 63RD ST,10/9/2014,2,1156103.349,1862717.565,41.77908151,-87.70326037,"(41.77908150488341, -87.70326036544745)"
4700 WESTERN,2142,4700 S WESTERN AVENUE,8/31/2014,2,1161120.439,1873431.066,41.80837841,-87.68457072,"(41.808378407946726, -87.68457071689552)"
PULASKI AND ARMITAGE,1843,4000 W ARMITAGE AVENUE,8/16/2014,2,1149375.429,1913028.984,41.91727507,-87.72662275,"(41.91727506940875, -87.72662274644799)"
PULASKI AND CHICAGO,1983,4000 W CHICAGO AVENUE,8/20/2014,5,1149561.856,1905086.596,41.89547675,-87.72614436,"(41.89547675163723, -87.72614435991626)"
PETERSON AND WESTERN,1014,2400 W PETERSON,8/23/2014,8,1159214.211,1939825.302,41.99060901,-87.68973548,"(41.990609009807294, -87.68973548092968)"
CORTLAND AND ASHLAND,1721,1900 N ASHLAND AVE,8/3/2014,21,1165348.085,1912736.454,41.91614728,-87.66794735,"(41.91614728095272, -87.66794735350443)"
87TH AND VINCENNES,2412,8700 S VINCENNES,8/25/2014,3,1172026.329,1847142.497,41.73600657,-87.64534182,"(41.73600656458518, -87.64534181897955)"
IRVING PARK AND LARAMIE,1534,5200 W IRVING PARK ROA,7/23/2014,5,,,,,
HALSTED AND 103RD,2592,10300 S HALSTED STREE,7/17/2014,7,,,,,
31ST ST AND MARTIN LUTHER KING DRIVE,2121,3100 S DR MARTIN L KING,7/30/2014,24,,,,,
VAN BUREN AND WESTERN,2054,2400 W VAN BUREN STREE,7/20/2014,10,,,,,
IRVING PARK AND KILPATRICK,2763,4700 W IRVING PARK ROA,8/4/2014,4,,,,,
KIMBALL AND DIVERSEY,1581,2800 N KIMBALL AVENUE,7/22/2014,2,,,,,
VAN BUREN AND WESTERN,2054,2400 W VAN BUREN STREE,7/22/2014,11,,,,,
KIMBALL AND DIVERSEY,1581,2800 N KIMBALL AVENUE,8/3/2014,3,,,,,
VAN BUREN AND WESTERN,2054,2400 W VAN BUREN STREE,7/5/2014,14,,,,,
IRVING PARK AND CALIFORNIA,1234,2800 W IRVING PARK ROA,7/30/2014,12,,,,,
IRVING PARK AND KILPATRICK,2764,4700 W IRVING PARK ROA,7/26/2014,5,,,,,
IRVING PARK AND KILPATRICK,2763,4700 W IRVING PARK ROA,7/5/2014,6,,,,,
IRVING PARK AND KILPATRICK,2764,4700 W IRVING PARK ROA,7/24/2014,6,,,,,
HOMAN/KIMBALL AND NORTH,1771,1600 N HOMAN AVENUE,7/10/2014,1,,,,,
ASHLAND AND IRVING PARK,1153,1600 W IRVING PARK ROA,7/11/2014,1,,,,,
HALSTED AND 103RD,2592,10300 S HALSTED STREE,7/11/2014,13,,,,,
MADISON AND CENTRAL,1751,0 S CENTRAL AVENUE,7/23/2014,8,,,,,
IRVING PARK AND CALIFORNIA,1234,2800 W IRVING PARK ROA,7/24/2014,10,,,,,
WENTWORTH AND GARFIELD,2261,5500 S WENTWORTH AVEN,8/5/2014,4,,,,,
IRVING PARK AND CALIFORNIA,1233,2800 W IRVING PARK ROA,8/6/2014,2,,,,,
MADISON AND CENTRAL,1751,0 S CENTRAL AVENUE,7/4/2014,6,,,,,
JEFFERY AND 79TH,2662,7900 S JEFFERY BOULEV,7/17/2014,2,,,,,
ELSTON AND IRVING PARK,1503,3700 W IRVING PARK ROA,7/8/2014,5,,,,,
HALSTED AND 103RD,2592,10300 S HALSTED STREE,7/28/2014,6,,,,,
HOMAN/KIMBALL AND NORTH,1771,1600 N HOMAN AVENUE,7/23/2014,2,,,,,
IRVING PARK AND LARAMIE,1533,5200 W IRVING PARK ROA,8/6/2014,2,,,,,
VAN BUREN AND WESTERN,2054,2400 W VAN BUREN STREE,8/5/2014,5,,,,,
IRVING PARK AND CALIFORNIA,1234,2800 W IRVING PARK ROA,8/4/2014,12,,,,,
ASHLAND AND DIVERSEY,1623,1600 W DIVERSEY PARKWA,8/6/2014,1,,,,,
31ST ST AND MARTIN LUTHER KING DRIVE,,3100 S DR MARTIN L KING,7/1/2014,1,,,,,
KIMBALL AND DIVERSEY,1581,2800 N KIMBALL AVENUE,8/1/2014,3,,,,,
VAN BUREN AND WESTERN,2054,2400 W VAN BUREN STREE,7/16/2014,8,,,,,
ASHLAND AND MADISON,1911,0 N ASHLAND AVE,7/15/2014,1,,,,,
ASHLAND AND IRVING PARK,1153,1600 W IRVING PARK ROA,7/21/2014,5,,,,,
IRVING PARK AND LARAMIE,1533,5200 W IRVING PARK ROA,7/31/2014,2,,,,,
VAN BUREN AND WESTERN,2054,2400 W VAN BUREN STREE,7/15/2014,11,,,,,
JEFFERY AND 79TH,2662,7900 S JEFFERY BOULEV,7/28/2014,2,,,,,
IRVING PARK AND KILPATRICK,2763,4700 W IRVING PARK ROA,7/15/2014,3,,,,,
ELSTON AND IRVING PARK,1503,3700 W IRVING PARK ROA,7/27/2014,4,,,,,
ELSTON AND IRVING PARK,1503,3700 W IRVING PARK ROA,7/14/2014,5,,,,,
IRVING PARK AND CALIFORNIA,1234,2800 W IRVING PARK ROA,8/9/2014,21,,,,,
115TH AND HALSTED,2552,11500 S HALSTED STREE,7/9/2014,13,,,,,
115TH AND HALSTED,2552,11500 S HALSTED STREE,7/11/2014,15,,,,,
31ST ST AND MARTIN LUTHER KING DRIVE,2121,3100 S DR MARTIN L KING,7/17/2014,8,,,,,
ELSTON AND IRVING PARK,1503,3700 W IRVING PARK ROA,7/16/2014,8,,,,,
31ST ST AND MARTIN LUTHER KING DRIVE,2121,3100 S DR MARTIN L KING,7/22/2014,16,,,,,
HALSTED AND 103RD,2592,10300 S HALSTED STREE,7/23/2014,11,,,,,
31ST AND CALIFORNIA,2064,2800 W 31ST,8/2/2014,1,,,,,
115TH AND HALSTED,2552,11500 S HALSTED STREE,8/9/2014,34,,,,,
IRVING PARK AND KILPATRICK,2764,4700 W IRVING PARK ROA,7/29/2014,9,,,,,
IRVING PARK AND CALIFORNIA,1234,2800 W IRVING PARK ROA,8/2/2014,17,,,,,
ASHLAND AND IRVING PARK,1153,1600 W IRVING PARK ROA,7/13/2014,6,,,,,
MADISON AND CENTRAL,1751,0 S CENTRAL AVENUE,7/2/2014,6,,,,,
115TH AND HALSTED,2552,11500 S HALSTED STREE,7/2/2014,9,,,,,
31ST ST AND MARTIN LUTHER KING DRIVE,2121,3100 S DR MARTIN L KING,7/13/2014,15,,,,,
HAMLIN AND MADISON,1901,0 N HAMLIN BOULEVARD,7/28/2014,1,,,,,
IRVING PARK AND CALIFORNIA,1234,2800 W IRVING PARK ROA,7/21/2014,13,,,,,
ASHLAND AND MADISON,1911,0 N ASHLAND AVE,7/4/2014,1,,,,,
IRVING PARK AND LARAMIE,1534,5200 W IRVING PARK ROA,7/14/2014,1,,,,,
IRVING PARK AND KILPATRICK,2764,4700 W IRVING PARK ROA,7/18/2014,7,,,,,
VAN BUREN AND WESTERN,2054,2400 W VAN BUREN STREE,7/21/2014,8,,,,,
ASHLAND AND IRVING PARK,1153,1600 W IRVING PARK ROA,7/8/2014,3,,,,,
WENTWORTH AND GARFIELD,2261,5500 S WENTWORTH AVEN,8/3/2014,13,,,,,
31ST AND CALIFORNIA,2064,2800 W 31ST,8/4/2014,2,,,,,
IRVING PARK AND LARAMIE,1533,5200 W IRVING PARK ROA,7/18/2014,1,,,,,
WENTWORTH AND GARFIELD,2261,5500 S WENTWORTH AVEN,7/28/2014,8,,,,,
IRVING PARK AND KILPATRICK,2764,4700 W IRVING PARK ROA,7/19/2014,9,,,,,
KIMBALL AND DIVERSEY,1581,2800 N KIMBALL AVENUE,7/7/2014,4,,,,,
WENTWORTH AND GARFIELD,2261,5500 S WENTWORTH AVEN,7/16/2014,13,,,,,
VAN BUREN AND WESTERN,2054,2400 W VAN BUREN STREE,7/4/2014,2,,,,,
115TH AND HALSTED,2552,11500 S HALSTED STREE,7/18/2014,18,,,,,
IRVING PARK AND KILPATRICK,2763,4700 W IRVING PARK ROA,8/1/2014,5,,,,,
ASHLAND AND DIVERSEY,1623,1600 W DIVERSEY PARKWA,7/23/2014,3,,,,,
HALSTED AND 103RD,2592,10300 S HALSTED STREE,7/24/2014,4,,,,,
IRVING PARK AND LARAMIE,1534,5200 W IRVING PARK ROA,7/29/2014,5,,,,,
ASHLAND AND MADISON,1911,0 N ASHLAND AVE,8/5/2014,2,,,,,
HALSTED AND 103RD,2592,10300 S HALSTED STREE,7/6/2014,9,,,,,
VAN BUREN AND WESTERN,2054,2400 W VAN BUREN STREE,7/3/2014,5,,,,,
IRVING PARK AND KILPATRICK,2764,4700 W IRVING PARK ROA,8/8/2014,5,,,,,
VAN BUREN AND WESTERN,2054,2400 W VAN BUREN STREE,7/25/2014,8,,,,,
IRVING PARK AND CALIFORNIA,1233,2800 W IRVING PARK ROA,7/27/2014,3,,,,,
JEFFERY AND 79TH,2662,7900 S JEFFERY BOULEV,7/14/2014,2,,,,,
IRVING PARK AND LARAMIE,1533,5200 W IRVING PARK ROA,7/27/2014,3,,,,,
WENTWORTH AND GARFIELD,2261,5500 S WENTWORTH AVEN,7/11/2014,9,,,,,
WENTWORTH AND GARFIELD,2261,5500 S WENTWORTH AVEN,8/8/2014,1,,,,,
ELSTON AND IRVING PARK,1503,3700 W IRVING PARK ROA,7/12/2014,3,,,,,
HALSTED AND 103RD,2592,10300 S HALSTED STREE,8/5/2014,8,,,,,
WENTWORTH AND GARFIELD,,5500 S WENTWORTH AVEN,7/10/2014,1,,,,,
KIMBALL AND DIVERSEY,1581,2800 N KIMBALL AVENUE,7/20/2014,4,,,,,
IRVING PARK AND LARAMIE,1534,5200 W IRVING PARK ROA,8/1/2014,4,,,,,
31ST ST AND MARTIN LUTHER KING DRIVE,2121,3100 S DR MARTIN L KING,7/28/2014,9,,,,,
ELSTON AND IRVING PARK,1503,3700 W IRVING PARK ROA,8/1/2014,1,,,,,
ASHLAND AND DIVERSEY,1623,1600 W DIVERSEY PARKWA,8/8/2014,5,,,,,
115TH AND HALSTED,2552,11500 S HALSTED STREE,7/5/2014,52,,,,,
IRVING PARK AND LARAMIE,1534,5200 W IRVING PARK ROA,7/25/2014,3,,,,,
ASHLAND AND MADISON,1911,0 N ASHLAND AVE,7/9/2014,1,,,,,
31ST AND CALIFORNIA,2064,2800 W 31ST,7/30/2014,2,,,,,
VAN BUREN AND WESTERN,2054,2400 W VAN BUREN STREE,7/6/2014,8,,,,,
KIMBALL AND DIVERSEY,1581,2800 N KIMBALL AVENUE,7/4/2014,4,,,,,
115TH AND HALSTED,2552,11500 S HALSTED STREE,7/22/2014,15,,,,,
HALSTED AND 103RD,2592,10300 S HALSTED STREE,8/4/2014,17,,,,,
HAMLIN AND MADISON,1901,0 N HAMLIN BOULEVARD,8/5/2014,2,,,,,
VAN BUREN AND WESTERN,2054,2400 W VAN BUREN STREE,7/11/2014,14,,,,,
HALSTED AND 103RD,2592,10300 S HALSTED STREE,8/9/2014,4,,,,,
ASHLAND AND DIVERSEY,1623,1600 W DIVERSEY PARKWA,7/26/2014,6,,,,,
KIMBALL AND DIVERSEY,1581,2800 N KIMBALL AVENUE,7/5/2014,5,,,,,
IRVING PARK AND CALIFORNIA,1234,2800 W IRVING PARK ROA,7/7/2014,9,,,,,
IRVING PARK AND CALIFORNIA,1234,2800 W IRVING PARK ROA,7/19/2014,19,,,,,
ASHLAND AND MADISON,1911,0 N ASHLAND AVE,7/27/2014,1,,,,,
IRVING PARK AND LARAMIE,1533,5200 W IRVING PARK ROA,7/3/2014,5,,,,,
IRVING PARK AND CALIFORNIA,1234,2800 W IRVING PARK ROA,8/7/2014,11,,,,,
WENTWORTH AND GARFIELD,2261,5500 S WENTWORTH AVEN,7/6/2014,19,,,,,
JEFFERY AND 79TH,2662,7900 S JEFFERY BOULEV,7/6/2014,2,,,,,
115TH AND HALSTED,2552,11500 S HALSTED STREE,8/4/2014,9,,,,,
IRVING PARK AND CALIFORNIA,1233,2800 W IRVING PARK ROA,7/22/2014,2,,,,,
VAN BUREN AND WESTERN,2054,2400 W VAN BUREN STREE,7/13/2014,12,,,,,
31ST ST AND MARTIN LUTHER KING DRIVE,2121,3100 S DR MARTIN L KING,7/8/2014,13,,,,,
IRVING PARK AND LARAMIE,1533,5200 W IRVING PARK ROA,7/10/2014,5,,,,,
HALSTED AND 103RD,2592,10300 S HALSTED STREE,7/7/2014,6,,,,,
ASHLAND AND DIVERSEY,1623,1600 W DIVERSEY PARKWA,7/11/2014,5,,,,,
KIMBALL AND DIVERSEY,1581,2800 N KIMBALL AVENUE,7/9/2014,2,,,,,
31ST ST AND MARTIN LUTHER KING DRIVE,2121,3100 S DR MARTIN L KING,7/29/2014,14,,,,,
ASHLAND AND MADISON,1911,0 N ASHLAND AVE,7/29/2014,2,,,,,
IRVING PARK AND CALIFORNIA,1234,2800 W IRVING PARK ROA,7/8/2014,8,,,,,
IRVING PARK AND KILPATRICK,2763,4700 W IRVING PARK ROA,7/31/2014,9,,,,,
IRVING PARK AND KILPATRICK,2763,4700 W IRVING PARK ROA,7/2/2014,3,,,,,
HOMAN/KIMBALL AND NORTH,1771,1600 N HOMAN AVENUE,7/16/2014,1,,,,,
IRVING PARK AND KILPATRICK,2764,4700 W IRVING PARK ROA,8/1/2014,7,,,,,
HALSTED AND 103RD,2592,10300 S HALSTED STREE,7/29/2014,8,,,,,
WENTWORTH AND GARFIELD,2261,5500 S WENTWORTH AVEN,7/19/2014,15,,,,,
IRVING PARK AND CALIFORNIA,1233,2800 W IRVING PARK ROA,7/10/2014,5,,,,,
115TH AND HALSTED,2552,11500 S HALSTED STREE,7/16/2014,4,,,,,
115TH AND HALSTED,2552,11500 S HALSTED STREE,7/20/2014,19,,,,,
IRVING PARK AND CALIFORNIA,1233,2800 W IRVING PARK ROA,7/9/2014,5,,,,,
IRVING PARK AND KILPATRICK,2763,4700 W IRVING PARK ROA,7/6/2014,10,,,,,
ASHLAND AND IRVING PARK,1153,1600 W IRVING PARK ROA,7/20/2014,8,,,,,
KIMBALL AND DIVERSEY,1581,2800 N KIMBALL AVENUE,7/29/2014,4,,,,,
JEFFERY AND 79TH,2662,7900 S JEFFERY BOULEV,8/1/2014,2,,,,,
VAN BUREN AND WESTERN,2054,2400 W VAN BUREN STREE,7/26/2014,7,,,,,
ASHLAND AND DIVERSEY,1623,1600 W DIVERSEY PARKWA,7/6/2014,2,,,,,
IRVING PARK AND CALIFORNIA,1234,2800 W IRVING PARK ROA,8/1/2014,14,,,,,
ASHLAND AND DIVERSEY,1623,1600 W DIVERSEY PARKWA,7/3/2014,9,,,,,
IRVING PARK AND CALIFORNIA,1233,2800 W IRVING PARK ROA,7/23/2014,3,,,,,
JEFFERY AND 79TH,2662,7900 S JEFFERY BOULEV,7/24/2014,4,,,,,
ASHLAND AND MADISON,1911,0 N ASHLAND AVE,7/5/2014,1,,,,,
JEFFERY AND 79TH,2662,7900 S JEFFERY BOULEV,7/29/2014,4,,,,,
IRVING PARK AND CALIFORNIA,1234,2800 W IRVING PARK ROA,7/17/2014,13,,,,,
JEFFERY AND 79TH,2662,7900 S JEFFERY BOULEV,8/6/2014,1,,,,,
ELSTON AND IRVING PARK,1503,3700 W IRVING PARK ROA,7/10/2014,3,,,,,
IRVING PARK AND KILPATRICK,2763,4700 W IRVING PARK ROA,7/25/2014,9,,,,,
ELSTON AND IRVING PARK,1503,3700 W IRVING PARK ROA,7/2/2014,4,,,,,
IRVING PARK AND CALIFORNIA,1234,2800 W IRVING PARK ROA,8/8/2014,13,,,,,
IRVING PARK AND LARAMIE,1534,5200 W IRVING PARK ROA,8/8/2014,3,,,,,
KIMBALL AND DIVERSEY,1581,2800 N KIMBALL AVENUE,7/31/2014,3,,,,,
KIMBALL AND DIVERSEY,1581,2800 N KIMBALL AVENUE,7/12/2014,4,,,,,
ASHLAND AND IRVING PARK,1153,1600 W IRVING PARK ROA,7/12/2014,1,,,,,
IRVING PARK AND CALIFORNIA,1233,2800 W IRVING PARK ROA,7/29/2014,5,,,,,
HOMAN/KIMBALL AND NORTH,1771,1600 N HOMAN AVENUE,7/8/2014,1,,,,,
